Reconstruction lambda,SNR,Data points,Fisher information, RNMSE
0.005,0,5,3.8618e-204,0.86072
0.005,0,6,2.7853e-187,4.9197e-05
0.005,0,7,1.713e-171,3.485e-05
0.005,0,8,8.8045e-156,3.4912e-05
0.005,0,9,1.5925e-141,1.7863e-05
0.005,0,10,1.5408e-126,1.4166e-05
0.005,0,1,0,1.0461
0.005,0,2,9.7913e-277,77.6412
0.005,0,3,9.9306e-242,1.1085
0.005,0,4,1.9223e-226,1.0001
0.005,0,5,4.7289e-209,0.00059562
0.005,0,6,3.3586e-195,0.00060595
0.005,0,7,3.2346e-177,1.1074
0.005,0,8,2.7569e-161,0.00046734
0.005,0,9,2.7199e-145,0.00016496
0.005,0,10,2.1996e-130,4.5679e-05
0.005,0,1,0,1.0107
0.005,0,2,1.0092e-268,1.0948
0.005,0,3,3.1274e-245,1.198
0.005,0,4,3.7054e-223,1.1188
0.005,0,5,5.9792e-205,1.125
0.005,0,6,3.7735e-188,1.1111
0.005,0,7,1.2949e-171,4.8848e-05
0.005,0,8,4.867e-156,2.0191e-05
0.005,0,9,8.0884e-141,1.9639e-05
0.005,0,10,1.1778e-126,1.8246e-05
0.005,0,1,0,1.0498
0.005,0,2,1.9181e-273,27.0118
0.005,0,3,5.5862e-245,1.0023
0.005,0,4,1.6999e-221,1.0026
0.005,0,5,7.1347e-204,1.3092
0.005,0,6,5.6682e-187,1.1043
0.005,0,7,6.3111e-171,2.365e-05
0.005,0,8,7.5777e-156,1.3116e-05
0.005,0,9,5.1559e-141,1.4513e-05
0.005,0,10,2.108e-126,1.0424e-05
0.005,0,1,0,1.0156
0.005,0,2,6.6267e-272,2.2014
0.005,0,3,9.9997e-244,1.8409
0.005,0,4,4.1097e-223,0.6752
0.005,0,5,1.9069e-205,0.66468
0.005,0,6,5.2863e-188,0.00019749
0.005,0,7,7.4355e-172,8.0272e-05
0.005,0,8,9.1971e-156,1.4747e-05
0.005,0,9,5.1921e-141,1.5251e-05
0.005,0,10,7.6869e-126,9.3474e-06
0.005,0,1,0,1.0223
0.005,0,2,1.9418e-274,13.8783
0.005,0,3,3.5765e-247,0.65303
0.005,0,4,2.0232e-223,1.0454
0.005,0,5,9.7456e-206,1.5224
0.005,0,6,3.5454e-189,6.7252e-05
0.005,0,7,9.618e-173,4.9992e-05
0.005,0,8,2.6199e-157,5.2576e-05
0.005,0,9,3.8558e-142,3.7093e-05
0.005,0,10,3.1845e-128,3.4356e-05
0.005,0,1,0,1.0235
0.005,0,2,4.2533e-273,4.0833
0.005,0,3,1.9069e-244,1.0171
0.005,0,4,2.5521e-222,1.0601
0.005,0,5,1.6982e-204,1.21
0.005,0,6,1.5543e-187,3.4289e-05
0.005,0,7,1.3388e-171,3.3326e-05
0.005,0,8,6.4809e-157,3.2477e-05
0.005,0,9,1.8705e-141,3.1224e-05
0.005,0,10,1.5788e-127,3.4884e-05
0.005,0,1,0,1.0107
0.005,0,2,2.7345e-266,1.0597
0.005,0,3,5.7118e-244,1.1023
0.005,0,4,9.0293e-223,1.079
0.005,0,5,2.6702e-203,1.1953
0.005,0,6,3.0976e-187,2.0153e-05
0.005,0,7,3.2131e-171,2.0749e-05
0.005,0,8,2.5826e-156,1.8835e-05
0.005,0,9,1.4499e-141,1.0789e-05
0.005,0,10,1.8776e-127,1.4096e-05
0.005,0,1,0,1.0664
0.005,0,2,4.2111e-281,1.0001
0.005,0,3,8.2702e-250,1.2262
0.005,0,4,1.0662e-226,1.0383
0.005,0,5,7.4098e-205,1.06
0.005,0,6,2.4778e-187,4.8985e-05
0.005,0,7,5.9414e-171,2.6822e-05
0.005,0,8,7.1835e-156,2.8941e-05
0.005,0,9,3.5114e-141,1.9879e-05
0.005,0,10,4.8887e-127,2.4094e-05
0.005,0,1,0,1.0598
0.005,0,2,1.5876e-279,1.0176
0.005,0,3,4.6909e-251,1.0346
0.005,0,4,2.427e-227,1.1907
0.005,0,5,9.5665e-206,1.0163
0.005,0,6,6.8432e-188,7.5092e-05
0.005,0,7,2.7526e-172,4.1061e-05
0.005,0,8,7.5695e-157,3.777e-05
0.005,0,9,1.3736e-141,3.2998e-05
0.005,0,10,2.8232e-127,2.3654e-05
0.005,0,1,0,1.0364
0.005,0,2,5.6051e-271,8.128
0.005,0,3,3.2898e-245,2.1987
0.005,0,4,2.0869e-222,1.3965
0.005,0,5,8.4886e-204,1.0115
0.005,0,6,2.3409e-187,0.00011148
0.005,0,7,1.2208e-170,1.1836
0.005,0,8,5.0622e-156,3.651e-05
0.005,0,9,7.5953e-141,4.0567e-05
0.005,0,10,2.8034e-127,2.5829e-05
0.005,0,1,0,1.0363
0.005,0,2,2.2954e-275,53.7415
0.005,0,3,2.7753e-246,1.0107
0.005,0,4,8.8878e-222,1.2201
0.005,0,5,3.4772e-204,0.73512
0.005,0,6,2.2449e-187,9.1116e-05
0.005,0,7,1.0063e-171,8.5856e-05
0.005,0,8,1.3627e-156,2.2126e-05
0.005,0,9,2.2149e-141,2.1548e-05
0.005,0,10,7.9982e-127,1.3738e-05
0.005,0,1,0,1.036
0.005,0,2,8.1863e-279,100.5879
0.005,0,3,1.6641e-247,1.1792
0.005,0,4,2.7623e-224,1.1156
0.005,0,5,4.9488e-206,1.151
0.005,0,6,2.8617e-189,8.76e-05
0.005,0,7,1.7841e-172,8.2634e-05
0.005,0,8,1.7318e-157,5.0492e-05
0.005,0,9,6.5332e-142,5.1664e-05
0.005,0,10,1.7454e-127,4.7364e-05
0.005,0,1,0,1.0104
0.005,0,2,2.7811e-270,1.0499
0.005,0,3,8.6488e-241,1.1814
0.005,0,4,6.4245e-221,1.1853
0.005,0,5,6.4253e-205,1.1057
0.005,0,6,2.9332e-189,1.0781
0.005,0,7,2.2207e-172,4.5103e-05
0.005,0,8,1.0725e-156,4.9121e-05
0.005,0,9,2.0324e-141,1.3621e-05
0.005,0,10,1.3144e-126,1.3046e-05
0.005,0,1,0,1.0335
0.005,0,2,4.6091e-270,15.6548
0.005,0,3,1.3436e-246,1.0107
0.005,0,4,1.0152e-221,1.3881
0.005,0,5,2.2291e-203,8.6257e-05
0.005,0,6,1.7851e-187,1.211
0.005,0,7,1.9746e-171,4.399e-05
0.005,0,8,1.8256e-156,2.0345e-05
0.005,0,9,6.6597e-142,2.2456e-05
0.005,0,10,1.8294e-127,2.3639e-05
0.005,0,1,0,1.0368
0.005,0,2,1.0969e-267,1.0407
0.005,0,3,2.4721e-237,1.0253
0.005,0,4,2.3205e-217,0.92144
0.005,0,5,1.0287e-200,1.3073
0.005,0,6,1.0183e-185,8.7975e-05
0.005,0,7,3.1644e-169,1.3879e-05
0.005,0,8,5.4301e-156,1.1442e-05
0.005,0,9,1.0104e-141,5.6661e-06
0.005,0,10,5.527e-127,6.8581e-06
0.005,0,1,0,1.0694
0.005,0,2,1.642e-279,1.0029
0.005,0,3,2.6166e-250,1.1229
0.005,0,4,1.6666e-227,1.365
0.005,0,5,2.5575e-205,1.1225
0.005,0,6,6.2084e-189,1.1422
0.005,0,7,1.2099e-172,3.7864e-05
0.005,0,8,9.1346e-157,3.7938e-05
0.005,0,9,4.9341e-142,3.1231e-05
0.005,0,10,8.5317e-127,2.1758e-05
0.005,0,1,0,1.0299
0.005,0,2,1.0547e-266,17.651
0.005,0,3,3.5916e-236,1.3916
0.005,0,4,1.2254e-215,1.1242
0.005,0,5,2.4463e-199,1.3068
0.005,0,6,1.1774e-182,0.00010904
0.005,0,7,4.0014e-169,0.00011295
0.005,0,8,3.4281e-156,1.9738e-05
0.005,0,9,9.4972e-142,2.0034e-05
0.005,0,10,1.0395e-128,1.5389e-05
0.005,0,1,0,1.0121
0.005,0,2,4.6783e-264,1.0295
0.005,0,3,4.7392e-239,1.0766
0.005,0,4,1.2821e-221,1.0718
0.005,0,5,5.3557e-205,0.65759
0.005,0,6,1.4094e-188,1.0656
0.005,0,7,6.4349e-172,3.4253e-05
0.005,0,8,1.2235e-156,3.0025e-05
0.005,0,9,2.0159e-141,1.2272e-05
0.005,0,10,2.6051e-127,1.2742e-05
0.005,0,1,0,1.0396
0.005,0,2,1.097e-278,1.2184
0.005,0,3,7.4651e-252,1.0314
0.005,0,4,2.8538e-227,1.2051
0.005,0,5,6.9447e-207,6.3672e-05
0.005,0,6,3.0225e-189,6.2499e-05
0.005,0,7,3.5801e-173,4.3069e-05
0.005,0,8,8.6006e-158,4.3718e-05
0.005,0,9,1.2956e-142,4.167e-05
0.005,0,10,5.9627e-128,4.0959e-05
0.005,0,1,0,1.0526
0.005,0,2,2.1702e-276,98.4185
0.005,0,3,6.0299e-245,1.0009
0.005,0,4,1.267e-221,1.3091
0.005,0,5,8.2284e-204,1.2827
0.005,0,6,5.694e-187,5.3825e-05
0.005,0,7,3.3301e-171,5.0744e-05
0.005,0,8,5.2279e-156,4.7816e-05
0.005,0,9,1.0175e-141,1.5943e-05
0.005,0,10,6.8574e-127,1.7979e-05
0.005,0,1,0,1.0713
0.005,0,2,8.0701e-280,2.179
0.005,0,3,2.5388e-249,1.0073
0.005,0,4,1.2151e-225,1.2278
0.005,0,5,1.2124e-205,1.1095
0.005,0,6,9.1355e-188,2.373e-05
0.005,0,7,3.5791e-172,2.5596e-05
0.005,0,8,1.8357e-156,2.5197e-05
0.005,0,9,1.4485e-141,2.2877e-05
0.005,0,10,1.4967e-127,1.3196e-05
0.005,0,1,0,1.0553
0.005,0,2,5.0937e-276,108.2217
0.005,0,3,7.1406e-245,1.0477
0.005,0,4,2.3183e-222,1.4567
0.005,0,5,1.1709e-204,1.4662
0.005,0,6,1.1193e-187,4.7621e-05
0.005,0,7,4.6721e-171,4.2377e-05
0.005,0,8,9.8852e-156,2.8681e-05
0.005,0,9,8.8828e-140,2.6546e-05
0.005,0,10,3.4746e-125,1.9649e-05
0.005,0,1,0,1.0203
0.005,0,2,1.0635e-267,1.3783
0.005,0,3,6.7149e-243,1.4368
0.005,0,4,5.9154e-221,1.0832
0.005,0,5,1.138e-203,1.0076
0.005,0,6,1.8789e-187,0.00020651
0.005,0,7,1.1175e-171,0.00011382
0.005,0,8,7.6185e-157,3.0503e-05
0.005,0,9,1.5132e-140,2.3317e-05
0.005,0,10,5.2777e-126,1.0742e-05
0.005,0,1,0,1.0113
0.005,0,2,2.8708e-267,1.1716
0.005,0,3,1.0714e-242,1.225
0.005,0,4,3.5334e-223,1.0927
0.005,0,5,2.0231e-204,1.0598
0.005,0,6,3.167e-187,3.4416e-05
0.005,0,7,1.6293e-170,3.2111e-05
0.005,0,8,1.5623e-155,3.3931e-05
0.005,0,9,1.9823e-141,2.0461e-05
0.005,0,10,1.7831e-127,1.7758e-05
0.005,0,1,0,1.0572
0.005,0,2,3.4778e-277,1.0506
0.005,0,3,1.1096e-248,1.0275
0.005,0,4,2.3571e-229,1.1018
0.005,0,5,1.877e-208,1.0647
0.005,0,6,2.0951e-190,3.7642e-05
0.005,0,7,6.9601e-174,3.3663e-05
0.005,0,8,4.963e-158,3.2097e-05
0.005,0,9,4.6235e-144,1.4718e-05
0.005,0,10,9.4777e-129,1.6157e-05
0.005,0,1,0,1.0435
0.005,0,2,3.7978e-267,1.7514
0.005,0,3,2.5046e-241,1.7632
0.005,0,4,2.4404e-221,1.0203
0.005,0,5,3.9158e-204,1.0146
0.005,0,6,2.7727e-187,2.2997e-05
0.005,0,7,1.5229e-171,1.232e-05
0.005,0,8,4.6233e-156,1.0067e-05
0.005,0,9,1.4066e-140,7.3374e-06
0.005,0,10,6.7912e-126,9.9569e-06
0.005,0,1,0,1.0618
0.005,0,2,3.5514e-279,483.3366
0.005,0,3,8.9555e-245,1.0277
0.005,0,4,1.1548e-221,1.0827
0.005,0,5,4.1395e-204,1.1167
0.005,0,6,4.9462e-187,4.7676e-05
0.005,0,7,3.0775e-171,3.526e-05
0.005,0,8,1.1169e-155,1.5086e-05
0.005,0,9,1.5276e-140,2.0282e-05
0.005,0,10,2.2075e-126,2.1175e-05
0.005,0,1,0,1.0569
0.005,0,2,1.4707e-279,138.6421
0.005,0,3,5.9652e-246,1.0021
0.005,0,4,4.3441e-224,1.117
0.005,0,5,1.5984e-204,6.0635e-05
0.005,0,6,4.0959e-187,1.0594
0.005,0,7,4.6719e-171,1.7954e-05
0.005,0,8,9.1606e-156,1.7137e-05
0.005,0,9,1.0362e-140,1.6441e-05
0.005,0,10,8.5458e-126,1.2695e-05
0.005,0,1,0,1.0329
0.005,0,2,8.0811e-277,58.0957
0.005,0,3,7.7489e-244,1.0122
0.005,0,4,8.8941e-224,1.0124
0.005,0,5,9.0354e-206,1.2344
0.005,0,6,5.4832e-188,9.4072e-05
0.005,0,7,2.846e-172,3.4316e-05
0.005,0,8,1.7623e-156,3.204e-05
0.005,0,9,5.8731e-142,3.0209e-05
0.005,0,10,2.8613e-127,3.1288e-05
0.005,0,1,0,1.0535
0.005,0,2,1.5695e-276,141.3465
0.005,0,3,2.0285e-245,0.99999
0.005,0,4,1.4418e-221,1.0014
0.005,0,5,1.1466e-203,9.5325e-05
0.005,0,6,1.6301e-187,2.367e-05
0.005,0,7,1.2395e-171,1.9366e-05
0.005,0,8,1.1248e-156,1.8835e-05
0.005,0,9,4.9438e-142,1.5514e-05
0.005,0,10,6.9661e-127,1.7727e-05
0.005,0,1,0,1.0422
0.005,0,2,1.9681e-266,1.4272
0.005,0,3,4.9268e-241,1.5944
0.005,0,4,3.577e-220,1.4387
0.005,0,5,3.1877e-203,1.08
0.005,0,6,4.9589e-187,3.0697e-05
0.005,0,7,6.4232e-171,2.2624e-05
0.005,0,8,1.8099e-155,9.0252e-06
0.005,0,9,1.6772e-140,9.2378e-06
0.005,0,10,2.7433e-126,9.3287e-06
0.005,0,1,0,1.0551
0.005,0,2,1.798e-279,62.5612
0.005,0,3,2.6128e-238,1.0101
0.005,0,4,9.1352e-218,1.0021
0.005,0,5,2.7297e-203,1.0032
0.005,0,6,7.6309e-189,1.0136
0.005,0,7,1.642e-175,1.0136
0.005,0,8,5.67e-163,4.8041e-05
0.005,0,9,7.6592e-147,3.0082e-05
0.005,0,10,1.6619e-131,3.0056e-05
0.005,0,1,0,1.0378
0.005,0,2,1.287e-264,1.0889
0.005,0,3,8.8669e-235,1.7614
0.005,0,4,7.9881e-216,1.3813
0.005,0,5,1.6898e-201,0.00038393
0.005,0,6,3.8624e-187,1.2567
0.005,0,7,5.3075e-172,0.00015217
0.005,0,8,3.3268e-160,0.00012904
0.005,0,9,2.9079e-148,0.00012559
0.005,0,10,1.8513e-133,6.2643e-05
0.005,0,1,0,1.0575
0.005,0,2,3.2681e-268,5.8073
0.005,0,3,4.7142e-239,2.0375
0.005,0,4,1.0565e-216,2.1285
0.005,0,5,3.3767e-200,2.204e-05
0.005,0,6,1.5869e-186,2.1828e-05
0.005,0,7,4.7442e-173,2.1403e-05
0.005,0,8,3.0567e-159,2.1273e-05
0.005,0,9,1.5977e-147,7.3351e-06
0.005,0,10,7.8376e-133,1.0156e-05
0.005,0,1,0,1.0612
0.005,0,2,5.1776e-275,61.5912
0.005,0,3,1.9263e-245,1.0728
0.005,0,4,4.4353e-221,1.0853
0.005,0,5,6.3911e-203,0.87826
0.005,0,6,3.0294e-187,1.1789
0.005,0,7,5.3718e-171,2.8855e-05
0.005,0,8,2.6013e-155,2.5306e-05
0.005,0,9,1.1369e-139,9.8994e-06
0.005,0,10,1.4473e-125,1.1124e-05
0.005,0,1,0,1.0478
0.005,0,2,1.0327e-270,3.7541
0.005,0,3,1.5649e-245,1.1258
0.005,0,4,5.0358e-223,1.5642
0.005,0,5,1.309e-203,1.0367
0.005,0,6,8.397e-187,2.6032e-05
0.005,0,7,2.0881e-170,1.0871e-05
0.005,0,8,9.6169e-156,1.0429e-05
0.005,0,9,4.1937e-141,1.028e-05
0.005,0,10,3.6913e-127,9.8236e-06
0.005,0,1,0,1.0361
0.005,0,2,4.6637e-278,132.178
0.005,0,3,6.7861e-247,1.032
0.005,0,4,3.8582e-222,1.1816
0.005,0,5,5.2227e-205,0.60734
0.005,0,6,9.8153e-189,8.1537e-05
0.005,0,7,1.8828e-172,5.4231e-05
0.005,0,8,1.1153e-157,4.7627e-05
0.005,0,9,4.6748e-143,4.5372e-05
0.005,0,10,3.9696e-129,4.9272e-05
0.005,0,1,0,1.0283
0.005,0,2,4.0045e-275,8.124
0.005,0,3,5.7294e-247,1.0171
0.005,0,4,1.1532e-223,1.116
0.005,0,5,6.7215e-205,1.0459
0.005,0,6,6.2334e-188,0.71442
0.005,0,7,5.6269e-171,4.0681e-05
0.005,0,8,1.678e-155,4.3974e-05
0.005,0,9,7.8561e-141,4.3887e-05
0.005,0,10,1.7e-126,4.2068e-05
0.005,0,1,0,1.0293
0.005,0,2,4.4353e-273,31.0716
0.005,0,3,5.1253e-247,1.1621
0.005,0,4,2.0494e-222,1.1773
0.005,0,5,3.6475e-205,0.0001089
0.005,0,6,2.2895e-188,9.0839e-05
0.005,0,7,1.2965e-172,8.5527e-05
0.005,0,8,6.8113e-157,2.807e-05
0.005,0,9,2.9707e-141,3.0933e-05
0.005,0,10,1.5051e-126,1.7658e-05
0.005,0,1,0,1.0389
0.005,0,2,1.1858e-275,54.7357
0.005,0,3,8.6397e-244,1.0081
0.005,0,4,3.0271e-223,1.2127
0.005,0,5,1.1682e-205,1.2894
0.005,0,6,8.9928e-189,6.6064e-05
0.005,0,7,2.8512e-172,6.2607e-05
0.005,0,8,3.2914e-157,3.3089e-05
0.005,0,9,3.0517e-142,3.0464e-05
0.005,0,10,6.6472e-128,1.9569e-05
0.005,0,1,0,1.0304
0.005,0,2,1.4251e-274,27.393
0.005,0,3,5.5691e-244,1.278
0.005,0,4,8.0953e-223,1.2301
0.005,0,5,4.5306e-204,1.0249
0.005,0,6,4.2208e-187,1.0226
0.005,0,7,8.203e-172,1.0472
0.005,0,8,6.6155e-156,6.8516e-05
0.005,0,9,8.5336e-141,6.1528e-05
0.005,0,10,6.8972e-127,6.4602e-05
0.005,0,1,0,1.0324
0.005,0,2,9.3804e-266,1.2626
0.005,0,3,4.5492e-240,1.0558
0.005,0,4,4.4019e-221,1.0311
0.005,0,5,4.4583e-204,0.00020934
0.005,0,6,2.0387e-187,0.000209
0.005,0,7,3.0304e-172,0.00020766
0.005,0,8,2.8444e-156,0.00010155
0.005,0,9,2.3458e-141,2.2715e-05
0.005,0,10,1.4115e-126,2.2344e-05
0.005,0,1,0,1.0264
0.005,0,2,2.2483e-272,2.1242
0.005,0,3,8.6999e-241,3.8449
0.005,0,4,1.0477e-222,1.0277
0.005,0,5,3.5407e-206,0.00045399
0.005,0,6,7.512e-191,0.96771
0.005,0,7,6.9694e-174,4.661e-05
0.005,0,8,1.9091e-158,3.1772e-05
0.005,0,9,1.9281e-143,2.3752e-05
0.005,0,10,3.8256e-129,1.4959e-05
0.005,0,1,0,1.0564
0.005,0,2,4.2913e-280,1.0829
0.005,0,3,1.6833e-251,1.0858
0.005,0,4,8.78e-228,0.00046088
0.005,0,5,1.1935e-206,1.159
0.005,0,6,2.1715e-189,2.3292e-05
0.005,0,7,9.3621e-173,2.0473e-05
0.005,0,8,3.1605e-157,2.2443e-05
0.005,0,9,1.0233e-141,1.3761e-05
0.005,0,10,1.0512e-126,1.4683e-05
0.005,0,1,0,1.0333
0.005,0,2,5.1145e-278,1.1247
0.005,0,3,7.8059e-251,1.0178
0.005,0,4,4.0656e-224,1.2355
0.005,0,5,1.0212e-205,1.0177
0.005,0,6,3.4404e-188,0.00013653
0.005,0,7,1.3444e-172,0.00014461
0.005,0,8,8.5131e-157,6.8777e-05
0.005,0,9,1.0837e-141,3.9309e-05
0.005,0,10,2.0987e-128,4.6437e-05
0.005,0,1,0,1.014
0.005,0,2,8.6723e-271,1.1962
0.005,0,3,1.1112e-238,1.2525
0.005,0,4,3.1011e-220,1.7589
0.005,0,5,1.0204e-203,0.63705
0.005,0,6,1.6318e-188,0.0003447
0.005,0,7,7.6881e-175,0.00034562
0.005,0,8,1.6474e-159,0.00033244
0.005,0,9,1.8855e-146,0.00024261
0.005,0,10,3.6475e-133,4.3681e-05
0.005,0,1,0,1.0736
0.005,0,2,4.0665e-281,1.0045
0.005,0,3,1.708e-248,1.1722
0.005,0,4,3.2884e-226,1.1344
0.005,0,5,1.3365e-205,0.95595
0.005,0,6,2.3774e-188,2.1815e-05
0.005,0,7,1.2103e-171,1.061e-05
0.005,0,8,3.619e-156,1.6702e-05
0.005,0,9,1.2741e-141,1.1108e-05
0.005,0,10,2.4114e-127,1.4954e-05
0.005,0,1,0,1.0288
0.005,0,2,3.7758e-264,1.0658
0.005,0,3,2.8142e-238,1.4008
0.005,0,4,1.4439e-221,1.1638
0.005,0,5,2.9676e-203,3.1297e-05
0.005,0,6,7.066e-187,3.253e-05
0.005,0,7,2.5979e-171,2.4483e-05
0.005,0,8,1.0067e-155,1.5057e-05
0.005,0,9,1.771e-140,1.4465e-05
0.005,0,10,6.6027e-126,6.7881e-06
0.005,0,1,0,1.0105
0.005,0,2,1.1472e-260,1.02
0.005,0,3,7.4244e-240,1.0584
0.005,0,4,3.1674e-220,1.1285
0.005,0,5,1.4681e-202,1.0713
0.005,0,6,2.6195e-185,1.0923e-05
0.005,0,7,1.7161e-169,8.5001e-06
0.005,0,8,4.1795e-154,7.3374e-06
0.005,0,9,2.9005e-139,6.3e-06
0.005,0,10,7.9054e-125,5.4522e-06
0.005,0,1,0,1.0263
0.005,0,2,7.2736e-267,1.2798
0.005,0,3,3.6583e-240,1.4595
0.005,0,4,3.4348e-220,1.2872
0.005,0,5,1.2703e-203,1.1947
0.005,0,6,8.2981e-188,1.0832
0.005,0,7,6.4547e-171,1.5626e-05
0.005,0,8,5.1074e-156,1.1913e-05
0.005,0,9,2.3848e-140,7.2743e-06
0.005,0,10,9.8776e-127,7.3905e-06
0.005,0,1,0,1.0348
0.005,0,2,3.197e-266,1.0067
0.005,0,3,4.9224e-237,1.0645
0.005,0,4,8.3312e-217,1.0946
0.005,0,5,1.4709e-200,6.1207e-05
0.005,0,6,1.2977e-185,5.2275e-05
0.005,0,7,4.1994e-171,3.1848e-05
0.005,0,8,1.6596e-158,3.0278e-05
0.005,0,9,2.1436e-145,2.9825e-05
0.005,0,10,6.9074e-134,2.1062e-05
0.005,0,1,0,1.0135
0.005,0,2,1.1047e-268,1.1738
0.005,0,3,5.083e-242,1.2343
0.005,0,4,1.0364e-220,1.1146
0.005,0,5,6.7607e-206,1.3099
0.005,0,6,1.744e-189,0.00026986
0.005,0,7,4.4434e-173,0.00011913
0.005,0,8,7.0449e-157,2.7863e-05
0.005,0,9,1.4268e-141,3.3342e-05
0.005,0,10,3.5823e-127,2.8241e-05
0.005,0,1,0,1.0504
0.005,0,2,4.4978e-279,260.9364
0.005,0,3,6.881e-246,1.0024
0.005,0,4,4.3332e-223,1.6093
0.005,0,5,2.0812e-204,0.64069
0.005,0,6,9.6307e-187,1.2595
0.005,0,7,7.3804e-171,3.2359e-05
0.005,0,8,2.3121e-155,3.5645e-05
0.005,0,9,2.097e-140,2.6363e-05
0.005,0,10,4.6801e-126,2.4697e-05
0.005,0,1,0,1.0461
0.005,0,2,1.6441e-275,57.9222
0.005,0,3,2.0951e-242,1.0109
0.005,0,4,3.59e-222,0.00054322
0.005,0,5,1.8209e-203,0.0002117
0.005,0,6,5.2699e-187,0.00020943
0.005,0,7,1.3493e-170,4.9345e-05
0.005,0,8,4.9856e-157,4.9206e-05
0.005,0,9,1.9287e-141,3.3248e-05
0.005,0,10,7.1725e-129,3.0707e-05
0.005,0,1,0,1.0287
0.005,0,2,2.2666e-278,1.2814
0.005,0,3,2.3085e-252,1.0567
0.005,0,4,1.9648e-228,1.0486
0.005,0,5,2.8074e-207,1.2447
0.005,0,6,2.4851e-189,1.1868
0.005,0,7,1.0728e-172,0.0001501
0.005,0,8,2.0214e-157,3.5146e-05
0.005,0,9,1.6378e-142,3.1177e-05
0.005,0,10,2.4762e-128,3.6272e-05
0.005,0,1,0,1.0396
0.005,0,2,2.1338e-271,7.1726
0.005,0,3,4.0293e-243,3.37
0.005,0,4,2.1152e-221,1.2056
0.005,0,5,1.2914e-203,1.4256
0.005,0,6,5.0171e-187,1.0248
0.005,0,7,2.6819e-171,1.8783e-05
0.005,0,8,3.0118e-156,1.8052e-05
0.005,0,9,2.5086e-141,1.6752e-05
0.005,0,10,4.1878e-127,8.6923e-06
0.005,0,1,0,1.0674
0.005,0,2,2.8594e-281,1.6017
0.005,0,3,3.2791e-249,52.6352
0.005,0,4,1.8986e-223,1.0139
0.005,0,5,2.4196e-205,5.3556e-05
0.005,0,6,3.5244e-189,5.6749e-05
0.005,0,7,2.9e-175,3.7726e-05
0.005,0,8,5.4334e-159,3.243e-05
0.005,0,9,6.3144e-143,1.8801e-05
0.005,0,10,3.2369e-128,1.8379e-05
0.005,0,1,0,1.0366
0.005,0,2,6.6798e-276,114.475
0.005,0,3,4.9684e-245,1.0473
0.005,0,4,1.2203e-221,1.3125
0.005,0,5,3.2293e-204,0.79483
0.005,0,6,2.4856e-187,1.1225
0.005,0,7,5.9894e-171,4.3617e-05
0.005,0,8,2.3577e-156,4.463e-05
0.005,0,9,2.4524e-141,4.3989e-05
0.005,0,10,8.4105e-127,2.5602e-05
0.005,0,1,0,1.0595
0.005,0,2,1.4022e-280,1.1783
0.005,0,3,7.9064e-250,1.1546
0.005,0,4,2.0537e-226,1.0383
0.005,0,5,1.102e-205,1.0596
0.005,0,6,4.237e-188,0.00011684
0.005,0,7,2.5615e-171,2.4975e-05
0.005,0,8,8.1688e-156,2.3635e-05
0.005,0,9,6.1823e-141,2.3622e-05
0.005,0,10,5.1095e-125,2.0284e-05
0.005,0,1,0,1.0651
0.005,0,2,6.5145e-276,100.1968
0.005,0,3,3.7607e-240,1.0186
0.005,0,4,8.7224e-222,3.7971
0.005,0,5,5.3872e-204,1.0452
0.005,0,6,5.0957e-189,1.0457
0.005,0,7,3.5734e-172,0.00014342
0.005,0,8,1.9746e-156,9.0816e-05
0.005,0,9,2.0694e-141,2.3832e-05
0.005,0,10,5.728e-127,1.8494e-05
0.005,0,1,0,1.0474
0.005,0,2,7.4844e-278,71.1298
0.005,0,3,1.3862e-245,1.1053
0.005,0,4,1.7422e-221,1.3452
0.005,0,5,3.7291e-204,1.3855
0.005,0,6,1.0757e-186,5.5532e-05
0.005,0,7,2.8336e-171,5.453e-05
0.005,0,8,6.7766e-156,5.0171e-05
0.005,0,9,1.9857e-141,2.3069e-05
0.005,0,10,1.4419e-127,2.1393e-05
0.005,0,1,0,1.0343
0.005,0,2,1.9284e-275,89.2198
0.005,0,3,2.1346e-246,1.1525
0.005,0,4,1.3374e-224,1.1811
0.005,0,5,6.0538e-206,0.75524
0.005,0,6,1.0865e-188,6.5137e-05
0.005,0,7,2.1368e-172,6.4412e-05
0.005,0,8,2.5393e-157,5.5229e-05
0.005,0,9,8.6424e-142,5.3639e-05
0.005,0,10,8.1287e-128,1.7149e-05
0.005,0,1,0,1.0591
0.005,0,2,8.2529e-279,47.6212
0.005,0,3,3.6674e-246,1.0067
0.005,0,4,1.7566e-223,1.2617
0.005,0,5,2.0724e-203,6.4613e-05
0.005,0,6,7.248e-187,6.4853e-05
0.005,0,7,2.162e-171,5.9617e-05
0.005,0,8,6.6315e-157,5.5823e-05
0.005,0,9,2.6852e-142,5.4619e-05
0.005,0,10,1.0941e-128,5.5614e-05
0.005,0,1,0,1.0353
0.005,0,2,6.2529e-265,1.0446
0.005,0,3,2.4431e-233,2.7645
0.005,0,4,2.4387e-218,0.38975
0.005,0,5,3.4516e-203,0.0011822
0.005,0,6,3.682e-188,1.2849
0.005,0,7,2.2996e-173,0.00021784
0.005,0,8,1.6615e-159,3.5578e-05
0.005,0,9,6.9873e-144,1.3506e-05
